,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Officials,Officials_2
4,16,Sun,December 21,4:15PM ET,boxscore,L,,3-12,@,Seattle Seahawks,28.0,10.0,17.0,23.0,299.0,340.0,220.0,180.0,79.0,160.0,1.0,4.0,-9.44,-1.01,-5.06,/boxscores/200312210sea.htm,0,Back Judge,Phil Luckett
5,16,Sun,December 21,4:15PM ET,boxscore,L,,3-12,@,Seattle Seahawks,28.0,10.0,17.0,23.0,299.0,340.0,220.0,180.0,79.0,160.0,1.0,4.0,-9.44,-1.01,-5.06,/boxscores/200312210sea.htm,0,Side Judge,Don Carlsen
6,16,Sun,December 21,4:15PM ET,boxscore,L,,3-12,@,Seattle Seahawks,28.0,10.0,17.0,23.0,299.0,340.0,220.0,180.0,79.0,160.0,1.0,4.0,-9.44,-1.01,-5.06,/boxscores/200312210sea.htm,0,Field Judge,Gary Cavaletto
0,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Referee,Tony Corrente
1,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Umpire,Darrell Jenkins
2,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Head Linesman,Aaron Pointer
3,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Line Judge,Mark Steinkerchner
4,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Back Judge,Don Carey
5,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Side Judge,Doug Toole
6,17,Sun,December 28,4:05PM ET,boxscore,W,,4-12,,Minnesota Vikings,17.0,18.0,15.0,20.0,219.0,342.0,155.0,192.0,64.0,150.0,1.0,2.0,-7.48,1.06,8.62,/boxscores/200312280crd.htm,0,Field Judge,Craig Wrolstad
0,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Referee,Tom White
1,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Umpire,Jim Quirk
2,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Head Linesman,Ed Camp
3,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Line Judge,Dave Anderson
4,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Back Judge,Robert Lawing
5,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Side Judge,Joe Larrew
6,1,Sun,September 8,1:05PM ET,boxscore,L,,0-1,@,Washington Redskins,31.0,23.0,14.0,21.0,257.0,442.0,187.0,320.0,70.0,122.0,1.0,1.0,-4.97,-7.94,2.92,/boxscores/200209080was.htm,0,Field Judge,Boris Cheek
0,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Referee,Tony Corrente
1,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Umpire,Darrell Jenkins
2,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Head Linesman,Aaron Pointer
3,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Line Judge,Mark Steinkerchner
4,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Back Judge,Don Carey
5,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Side Judge,Doug Toole
6,2,Sun,September 15,4:05PM ET,boxscore,W,,1-1,@,Seattle Seahawks,13.0,24.0,19.0,26.0,347.0,426.0,98.0,345.0,249.0,81.0,1.0,1.0,3.29,6.43,-1.44,/boxscores/200209150sea.htm,0,Field Judge,Peter Morelli
0,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Referee,Ed Hochuli
1,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Umpire,Steve Wilson
2,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Head Linesman,Mark Hittner
3,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Line Judge,John Hussey
4,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Back Judge,Buddy Horton
5,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Side Judge,Bill Vinovich
6,3,Sun,September 22,4:05PM ET,boxscore,L,,1-2,,San Diego Chargers,23.0,15.0,15.0,19.0,297.0,289.0,200.0,164.0,97.0,125.0,3.0,1.0,-8.41,2.1,0.09,/boxscores/200209220crd.htm,0,Field Judge,Tom Sifferman
0,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Referee,Mike Carey
1,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Umpire,Garth DeFelice
2,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Head Linesman,John McGrath
3,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Line Judge,Walt Anderson
4,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Back Judge,Keith Ferguson
5,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Side Judge,Tom Fincken
6,4,Sun,September 29,4:04PM ET,boxscore,W,,2-2,,New York Giants,7.0,21.0,18.0,14.0,263.0,263.0,161.0,196.0,102.0,67.0,1.0,3.0,-0.97,21.35,-3.23,/boxscores/200209290crd.htm,0,Field Judge,David Warden
0,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Referee,Bob McElwee
1,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Umpire,Jeff Rice
2,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Head Linesman,Tony Veteri
3,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Line Judge,Gary Arthur
4,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Back Judge,Tony Steratore
5,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Side Judge,Michael Banks
6,5,Sun,October 6,1:02PM ET,boxscore,W,,3-2,@,Carolina Panthers,13.0,16.0,18.0,12.0,312.0,244.0,221.0,186.0,91.0,58.0,1.0,4.0,-10.4,16.05,-3.75,/boxscores/200210060car.htm,0,Field Judge,Bill Lovett
0,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Referee,Dick Hantak
1,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Umpire,Carl Madsen
2,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Head Linesman,George Hayward
3,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Line Judge,Darryll Lewis
4,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Back Judge,Don Dorkowski
5,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Side Judge,Mike Weatherford
6,7,Sun,October 20,4:15PM ET,boxscore,W,OT,4-2,,Dallas Cowboys,6.0,9.0,22.0,14.0,380.0,342.0,228.0,194.0,152.0,148.0,1.0,4.0,-6.06,9.02,-0.95,/boxscores/200210200crd.htm,0,Field Judge,Jim Saracino
0,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Referee,Larry Nemmers
1,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Umpire,Chad Brown
2,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Head Linesman,Dale Williams
3,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Line Judge,Mike Spanier
4,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Back Judge,Kirk Dornan
5,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Side Judge,Carl Cheffers
6,8,Sun,October 27,4:05PM ET,boxscore,L,,4-3,@,San Francisco 49ers,38.0,28.0,23.0,18.0,420.0,357.0,269.0,252.0,151.0,105.0,4.0,,8.48,-19.84,-2.66,/boxscores/200210270sfo.htm,0,Field Judge,Jeff Lamberth
0,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Referee,Ron Blum
1,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Umpire,Bob Wagner
2,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Head Linesman,Steve Stelljes
3,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Line Judge,Tom Stephan
4,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Back Judge,Bill Schmitz
5,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Side Judge,Laird Hayes
6,9,Sun,November 3,4:15PM ET,boxscore,L,,4-4,,St. Louis Rams,27.0,14.0,13.0,23.0,235.0,415.0,171.0,223.0,64.0,192.0,3.0,2.0,-14.26,-6.93,6.58,/boxscores/200211030crd.htm,0,Field Judge,Al Jury
0,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Referee,Walt Coleman
1,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Umpire,Jim Duke
2,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Head Linesman,Tom Johnson
3,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Line Judge,Ron Phares
4,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Back Judge,Ron Spitler
5,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Side Judge,Dave Wyant
6,10,Sun,November 10,4:06PM ET,boxscore,L,,4-5,,Seattle Seahawks,27.0,6.0,19.0,27.0,337.0,406.0,226.0,255.0,111.0,151.0,5.0,,-4.81,-17.71,-1.34,/boxscores/200211100crd.htm,0,Field Judge,Greg Meyer
0,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Referee,Bill Leavy
1,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Umpire,Undrey Wash
2,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Head Linesman,Gary Slaughter
3,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Line Judge,Charles Stewart
4,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Back Judge,Phil Luckett
5,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Side Judge,Don Carlsen
6,11,Sun,November 17,1:03PM ET,boxscore,L,,4-6,@,Philadelphia Eagles,38.0,14.0,15.0,26.0,248.0,462.0,124.0,250.0,124.0,212.0,1.0,2.0,-7.89,-18.05,1.28,/boxscores/200211170phi.htm,0,Field Judge,Mike Weir
0,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Referee,Bill Carollo
1,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Umpire,Butch Hannah
2,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Head Linesman,Paul Weidner
3,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Line Judge,Ben Montgomery
4,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Back Judge,Bob Waggoner
5,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Side Judge,John Parry
6,12,Sun,November 24,4:05PM ET,boxscore,L,,4-7,,Oakland Raiders,41.0,20.0,15.0,28.0,263.0,520.0,131.0,333.0,132.0,187.0,3.0,1.0,-10.97,-13.96,1.09,/boxscores/200211240crd.htm,0,Field Judge,Steve Zimmer
0,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Referee,Dick Hantak
1,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Umpire,Carl Madsen
2,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Head Linesman,George Hayward
3,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Line Judge,Darryll Lewis
4,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Back Judge,Don Dorkowski
5,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Side Judge,Mike Weatherford
6,13,Sun,December 1,1:00PM ET,boxscore,L,,4-8,@,Kansas City Chiefs,49.0,0.0,10.0,27.0,122.0,477.0,96.0,261.0,26.0,216.0,4.0,1.0,-34.57,-28.1,12.1,/boxscores/200212010kan.htm,0,Field Judge,Jim Saracino
0,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Referee,Gerald Austin
1,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Umpire,Tony Michalek
2,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Head Linesman,John Schleyer
3,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Line Judge,Carl Johnson
4,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Back Judge,Jim Howey
5,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Side Judge,Rick Patterson
6,14,Sun,December 8,4:06PM ET,boxscore,W,OT,5-8,,Detroit Lions,20.0,23.0,21.0,15.0,313.0,203.0,180.0,152.0,133.0,51.0,1.0,1.0,-5.33,5.32,2.68,/boxscores/200212080crd.htm,0,Field Judge,Scott Edwards
0,15,Sun,December 15,8:35PM ET,boxscore,L,,5-9,@,St. Louis Rams,30.0,28.0,20.0,20.0,378.0,366.0,249.0,300.0,129.0,66.0,2.0,2.0,7.36,-3.84,-8.7,/boxscores/200212150ram.htm,0,Referee,Jeff Triplette
