,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Unnamed: 0,DET,ARI
9,18,Sun,January 2,1:00PM ET,boxscore,W,,7-9,@,Atlanta Falcons,10.0,27.0,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,/boxscores/199401020atl.htm,0,Third Down Conv.,,
10,18,Sun,January 2,1:00PM ET,boxscore,W,,7-9,@,Atlanta Falcons,10.0,27.0,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,/boxscores/199401020atl.htm,0,Fourth Down Conv.,,
11,18,Sun,January 2,1:00PM ET,boxscore,W,,7-9,@,Atlanta Falcons,10.0,27.0,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,/boxscores/199401020atl.htm,0,Time of Possession,,
0,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,First Downs,,
1,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Rush-Yds-TDs,,
2,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Cmp-Att-Yd-TD-INT,,
3,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Sacked-Yards,,
4,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Net Pass Yards,,
5,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Total Yards,,
6,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Fumbles-Lost,,
7,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Turnovers,,
8,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Penalties-Yards,,
9,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Third Down Conv.,,
10,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Fourth Down Conv.,,
11,1,Sun,September 6,4:00PM ET,boxscore,L,,0-1,@,Tampa Bay Buccaneers,23.0,7.0,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,/boxscores/199209060tam.htm,0,Time of Possession,,
0,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,First Downs,,
1,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Rush-Yds-TDs,,
2,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Sacked-Yards,,
4,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Net Pass Yards,,
5,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Total Yards,,
6,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Fumbles-Lost,,
7,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Turnovers,,
8,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Penalties-Yards,,
9,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Third Down Conv.,,
10,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Fourth Down Conv.,,
11,2,Sun,September 13,8:00PM ET,boxscore,L,,0-2,,Philadelphia Eagles,31.0,14.0,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,/boxscores/199209130crd.htm,0,Time of Possession,,
0,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,First Downs,,
1,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Rush-Yds-TDs,,
2,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Cmp-Att-Yd-TD-INT,,
3,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Sacked-Yards,,
4,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Net Pass Yards,,
5,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Total Yards,,
6,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Fumbles-Lost,,
7,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Turnovers,,
8,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Penalties-Yards,,
9,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Third Down Conv.,,
10,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Fourth Down Conv.,,
11,3,Sun,September 20,4:00PM ET,boxscore,L,,0-3,@,Dallas Cowboys,31.0,20.0,24.0,21.0,438.0,413.0,371.0,263.0,67.0,150.0,2.0,,,,,/boxscores/199209200dal.htm,0,Time of Possession,,
0,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,First Downs,,
1,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Rush-Yds-TDs,,
2,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Sacked-Yards,,
4,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Net Pass Yards,,
5,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Total Yards,,
6,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Fumbles-Lost,,
7,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Turnovers,,
8,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Penalties-Yards,,
9,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Third Down Conv.,,
10,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Fourth Down Conv.,,
11,5,Sun,October 4,4:00PM ET,boxscore,W,,1-3,,Washington Redskins,24.0,27.0,21.0,19.0,266.0,365.0,163.0,258.0,103.0,107.0,2.0,3.0,,,,/boxscores/199210040crd.htm,0,Time of Possession,,
0,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,First Downs,,
1,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Rush-Yds-TDs,,
2,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Cmp-Att-Yd-TD-INT,,
3,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Sacked-Yards,,
4,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Net Pass Yards,,
5,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Total Yards,,
6,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Fumbles-Lost,,
7,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Turnovers,,
8,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Penalties-Yards,,
9,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Third Down Conv.,,
10,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Fourth Down Conv.,,
11,6,Sun,October 11,1:00PM ET,boxscore,L,,1-4,@,New York Giants,31.0,21.0,22.0,20.0,306.0,399.0,193.0,139.0,113.0,260.0,1.0,,,,,/boxscores/199210110nyg.htm,0,Time of Possession,,
0,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,First Downs,,
1,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Rush-Yds-TDs,,
2,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Sacked-Yards,,
4,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Net Pass Yards,,
5,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Total Yards,,
6,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Fumbles-Lost,,
7,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Turnovers,,
8,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Penalties-Yards,,
9,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Third Down Conv.,,
10,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Fourth Down Conv.,,
11,7,Sun,October 18,4:00PM ET,boxscore,L,,1-5,,New Orleans Saints,30.0,21.0,15.0,20.0,254.0,399.0,194.0,349.0,60.0,50.0,1.0,1.0,,,,/boxscores/199210180crd.htm,0,Time of Possession,,
0,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,First Downs,,
1,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Rush-Yds-TDs,,
2,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Cmp-Att-Yd-TD-INT,,
3,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Sacked-Yards,,
4,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Net Pass Yards,,
5,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Total Yards,,
6,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Fumbles-Lost,,
7,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Turnovers,,
8,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Penalties-Yards,,
9,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Third Down Conv.,,
10,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Fourth Down Conv.,,
11,8,Sun,October 25,1:00PM ET,boxscore,L,,1-6,@,Philadelphia Eagles,7.0,3.0,13.0,11.0,253.0,247.0,158.0,84.0,95.0,163.0,4.0,1.0,,,,/boxscores/199210250phi.htm,0,Time of Possession,,
0,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,First Downs,,
1,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Rush-Yds-TDs,,
2,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Cmp-Att-Yd-TD-INT,,
3,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Sacked-Yards,,
4,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Net Pass Yards,,
5,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Total Yards,,
6,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Fumbles-Lost,,
7,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Turnovers,,
8,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Penalties-Yards,,
9,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Third Down Conv.,,
10,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Fourth Down Conv.,,
11,9,Sun,November 1,4:00PM ET,boxscore,W,,2-6,,San Francisco 49ers,14.0,24.0,21.0,19.0,342.0,330.0,197.0,267.0,145.0,63.0,2.0,4.0,,,,/boxscores/199211010crd.htm,0,Time of Possession,,
0,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,First Downs,,
1,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Rush-Yds-TDs,,
2,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Cmp-Att-Yd-TD-INT,,
3,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Sacked-Yards,,
4,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Net Pass Yards,,
5,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Total Yards,,
6,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Fumbles-Lost,,
7,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Turnovers,,
8,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Penalties-Yards,,
9,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Third Down Conv.,,
10,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Fourth Down Conv.,,
11,10,Sun,November 8,4:00PM ET,boxscore,W,,3-6,@,Los Angeles Rams,14.0,20.0,18.0,19.0,324.0,302.0,216.0,248.0,108.0,54.0,,3.0,,,,/boxscores/199211080ram.htm,0,Time of Possession,,
0,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,First Downs,,
1,11,Sun,November 15,1:00PM ET,boxscore,L,,3-7,@,Atlanta Falcons,20.0,17.0,15.0,19.0,271.0,337.0,239.0,223.0,32.0,114.0,4.0,3.0,,,,/boxscores/199211150atl.htm,0,Rush-Yds-TDs,,
