,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Opp_2,Tm,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,,key,Unnamed: 0,DET,ARI
11,14,Sun,December 10,4:05PM ET,boxscore,W,,6-7,,Tennessee Titans,7.0,12.0,16.0,14.0,261.0,204.0,125.0,139.0,136.0,65.0,,2.0,-8.75,18.35,0.07,/boxscores/201712100crd.htm,0,Time of Possession,,33:49
0,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,First Downs,,19
1,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Rush-Yds-TDs,,34-141-0
2,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Cmp-Att-Yd-TD-INT,,16-41-189-0-1
3,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Sacked-Yards,,5-44
4,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Net Pass Yards,,145
5,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Total Yards,,286
6,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Fumbles-Lost,,3-1
7,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Turnovers,,2
8,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Penalties-Yards,,8-71
9,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Third Down Conv.,,4-19
10,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Fourth Down Conv.,,2-3
11,15,Sun,December 17,1:00PM ET,boxscore,L,,6-8,@,Washington Redskins,20.0,15.0,19.0,14.0,286.0,218.0,145.0,187.0,141.0,31.0,2.0,1.0,-19.03,6.74,8.87,/boxscores/201712170was.htm,0,Time of Possession,,36:16
0,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,First Downs,,19
1,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Rush-Yds-TDs,,27-74-0
2,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Cmp-Att-Yd-TD-INT,,21-35-230-2-2
3,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Sacked-Yards,,2-15
4,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Net Pass Yards,,215
5,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Total Yards,,289
6,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Fumbles-Lost,,1-0
7,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Turnovers,,2
8,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Penalties-Yards,,6-45
9,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Third Down Conv.,,5-14
10,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Fourth Down Conv.,,0-0
11,16,Sun,December 24,4:25PM ET,boxscore,W,,7-8,,New York Giants,0.0,23.0,19.0,12.0,289.0,293.0,215.0,250.0,74.0,43.0,2.0,3.0,-5.11,26.57,2.15,/boxscores/201712240crd.htm,0,Time of Possession,,33:13
0,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,First Downs,,19
1,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Rush-Yds-TDs,,33-116-1
2,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Cmp-Att-Yd-TD-INT,,15-34-145-1-1
3,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Sacked-Yards,,1-2
4,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Net Pass Yards,,143
5,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Total Yards,,259
6,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Fumbles-Lost,,1-0
7,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Turnovers,,1
8,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Penalties-Yards,,4-25
9,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Third Down Conv.,,4-14
10,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Fourth Down Conv.,,0-0
11,17,Sun,December 31,4:25PM ET,boxscore,W,,8-8,@,Seattle Seahawks,24.0,26.0,19.0,13.0,259.0,296.0,143.0,195.0,116.0,101.0,1.0,,-0.61,4.47,0.55,/boxscores/201712310sea.htm,0,Time of Possession,,32:16
0,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,First Downs,,21
1,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Rush-Yds-TDs,,19-92-1
2,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Cmp-Att-Yd-TD-INT,,24-37-271-2-0
3,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Sacked-Yards,,3-19
4,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Net Pass Yards,,252
5,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Total Yards,,344
6,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Fumbles-Lost,,1-0
7,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Turnovers,,0
8,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Penalties-Yards,,6-58
9,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Third Down Conv.,,6-12
10,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Fourth Down Conv.,,0-0
11,1,Sun,September 11,8:30PM ET,boxscore,L,,0-1,,New England Patriots,23.0,21.0,21.0,19.0,344.0,363.0,252.0,257.0,92.0,106.0,,2.0,11.42,-5.61,-9.08,/boxscores/201609110crd.htm,0,Time of Possession,,26:01
0,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,First Downs,,20
1,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Rush-Yds-TDs,,30-105-1
2,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Cmp-Att-Yd-TD-INT,,18-34-315-3-0
3,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Sacked-Yards,,1-4
4,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Net Pass Yards,,311
5,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Total Yards,,416
6,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Fumbles-Lost,,0-0
7,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Turnovers,,0
8,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Penalties-Yards,,3-30
9,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Third Down Conv.,,6-14
10,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Fourth Down Conv.,,0-0
11,2,Sun,September 18,1:05PM ET,boxscore,W,,1-1,,Tampa Bay Buccaneers,7.0,40.0,20.0,21.0,416.0,306.0,311.0,221.0,105.0,85.0,,5.0,14.72,21.55,-0.4,/boxscores/201609180crd.htm,0,Time of Possession,,29:03
0,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,First Downs,,25
1,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Rush-Yds-TDs,,22-88-2
2,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Cmp-Att-Yd-TD-INT,,26-50-287-0-4
3,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Sacked-Yards,,5-27
4,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Net Pass Yards,,260
5,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Total Yards,,348
6,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Fumbles-Lost,,3-1
7,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Turnovers,,5
8,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Penalties-Yards,,8-50
9,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Third Down Conv.,,5-15
10,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Fourth Down Conv.,,0-1
11,3,Sun,September 25,1:02PM ET,boxscore,L,,1-2,@,Buffalo Bills,33.0,18.0,25.0,16.0,348.0,297.0,260.0,89.0,88.0,208.0,5.0,1.0,-20.9,2.34,5.33,/boxscores/201609250buf.htm,0,Time of Possession,,34:00
0,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,First Downs,,26
1,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Rush-Yds-TDs,,25-118-0
2,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Cmp-Att-Yd-TD-INT,,27-47-325-1-3
3,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Sacked-Yards,,3-23
4,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Net Pass Yards,,302
5,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Total Yards,,420
6,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Fumbles-Lost,,2-2
7,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Turnovers,,5
8,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Penalties-Yards,,6-45
9,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Third Down Conv.,,6-13
10,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Fourth Down Conv.,,0-0
11,4,Sun,October 2,4:25PM ET,boxscore,L,,1-3,,Los Angeles Rams,17.0,13.0,26.0,12.0,420.0,288.0,302.0,247.0,118.0,41.0,5.0,1.0,-3.21,4.82,-5.82,/boxscores/201610020crd.htm,0,Time of Possession,,32:09
0,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,First Downs,,17
1,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Rush-Yds-TDs,,37-172-2
2,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Cmp-Att-Yd-TD-INT,,11-28-124-2-0
3,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Sacked-Yards,,1-8
4,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Net Pass Yards,,116
5,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Total Yards,,288
6,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Fumbles-Lost,,2-0
7,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Turnovers,,0
8,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Penalties-Yards,,7-50
9,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Third Down Conv.,,5-16
10,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Fourth Down Conv.,,0-0
11,5,Thu,October 6,8:27PM ET,boxscore,W,,2-3,@,San Francisco 49ers,21.0,33.0,17.0,25.0,288.0,286.0,116.0,135.0,172.0,151.0,,3.0,-3.49,2.05,11.2,/boxscores/201610060sfo.htm,0,Time of Possession,,31:44
0,6,Mon,October 17,8:30PM ET,boxscore,W,,3-3,,New York Jets,3.0,28.0,28.0,11.0,396.0,230.0,225.0,197.0,171.0,33.0,,2.0,20.59,12.37,-5.45,/boxscores/201610170crd.htm,0,First Downs,,28
1,6,Mon,October 17,8:30PM ET,boxscore,W,,3-3,,New York Jets,3.0,28.0,28.0,11.0,396.0,230.0,225.0,197.0,171.0,33.0,,2.0,20.59,12.37,-5.45,/boxscores/201610170crd.htm,0,Rush-Yds-TDs,,35-171-3
2,6,Mon,October 17,8:30PM ET,boxscore,W,,3-3,,New York Jets,3.0,28.0,28.0,11.0,396.0,230.0,225.0,197.0,171.0,33.0,,2.0,20.59,12.37,-5.45,/boxscores/201610170crd.htm,0,Cmp-Att-Yd-TD-INT,,24-35-225-1-0
3,6,Mon,October 17,8:30PM ET,boxscore,W,,3-3,,New York Jets,3.0,28.0,28.0,11.0,396.0,230.0,225.0,197.0,171.0,33.0,,2.0,20.59,12.37,-5.45,/boxscores/201610170crd.htm,0,Sacked-Yards,,0-0
4,6,Mon,October 17,8:30PM ET,boxscore,W,,3-3,,New York Jets,3.0,28.0,28.0,11.0,396.0,230.0,225.0,197.0,171.0,33.0,,2.0,20.59,12.37,-5.45,/boxscores/201610170crd.htm,0,Net Pass Yards,,225
5,6,Mon,October 17,8:30PM ET,boxscore,W,,3-3,,New York Jets,3.0,28.0,28.0,11.0,396.0,230.0,225.0,197.0,171.0,33.0,,2.0,20.59,12.37,-5.45,/boxscores/201610170crd.htm,0,Total Yards,,396
